dataset,layer,kernel,is_trend,n_series,n_points,mean,std,rms,abs_mean,max_abs,energy_sum,energy_mean,energy_ratio
fred_md_dataset,seasonal_k201,201,0,107,77896,-5.144410018662061,6099.640617562473,6099.642786948459,502.1156708231429,171792.0,2898170699231.693,37205642.12837236,0.003930404277734536
fred_md_dataset,seasonal_k301,301,0,107,77896,-54.646064633790765,8157.260559008083,8157.443595877867,754.8038573511092,189200.125,5183502545408.376,66543886.01992883,0.007029696554285744
fred_md_dataset,trend,-1,1,107,77896,19082.327085090827,94099.42517787873,96014.77503899903,19082.34231958658,1906169.375,718110528960905.8,9218837025.789589,0.9738780036877718
hospital_dataset,seasonal_k005,5,0,767,64428,0.0,28.859376858479,28.859376858479,9.331121562053765,1079.5,53659738.125,832.8636326597132,0.0010957508857943824
hospital_dataset,seasonal_k013,13,0,767,64428,0.03539917491523959,27.370591443458935,27.370614334836038,7.992685446897876,1107.28515625,48266270.286685646,749.1505290663321,0.0009856143594555956
hospital_dataset,seasonal_k025,25,0,767,64428,0.10151728170058828,22.455671491441684,22.455900959214055,6.069278369460121,637.91259765625,32488945.7097789,504.26748789003074,0.0006634357953273338
hospital_dataset,seasonal_k049,49,0,767,64428,0.14077628726450625,16.22812221037802,16.228732804443496,4.417135208291907,471.72802734375,16968516.29692478,263.37176843802047,0.00034650312157056846
hospital_dataset,seasonal_k097,97,0,767,64428,0.29937202796342766,21.735718528373408,21.737780097236286,5.798069520592282,607.615478515625,30444232.651333213,472.531083555802,0.0006216820294075677
hospital_dataset,seasonal_k125,125,0,767,64428,0.20141965493133349,11.126991166464421,11.128814056132393,3.4133108076365692,190.9521484375,7979440.161924751,123.85050229596993,0.00016294299843962044
hospital_dataset,seasonal_k161,161,0,767,64428,0.12950435478593886,8.605915232690649,8.606889587427357,2.621727478654423,149.385986328125,4772732.714393022,74.07854837016548,9.746089493156617e-05
hospital_dataset,seasonal_k201,201,0,767,64428,0.04929681702640652,7.323808016590154,7.323973924041451,2.113054571911381,141.977783203125,3455956.1928116414,53.64059404003913,7.057185129600252e-05
hospital_dataset,seasonal_k301,301,0,767,64428,0.012782184210407999,6.707940451562742,6.707952629971752,1.8924084121661235,134.369873046875,2899042.780092461,44.996628485944946,5.919948186929627e-05
hospital_dataset,trend,-1,1,767,64428,266.24278998084816,828.2999832868979,870.0379793605917,266.24278998084816,11105.7353515625,48769810958.517914,756966.0855298615,0.995896838581908
kaggle_web_traffic_dataset_with_missing_values,seasonal_k005,5,0,145052,109458230,3.90559942363402e-07,4029.9065013100126,4029.9065013100126,125.96693446669109,7288022.0,1777617680902911.0,16240146.409300707,0.002651529340089059
kaggle_web_traffic_dataset_with_missing_values,seasonal_k013,13,0,145052,109458230,0.012370509984843422,5976.783651498332,5976.783651511133,183.2024314904126,10625948.0,3910060632906833.5,35721942.81697076,0.005832323002330623
kaggle_web_traffic_dataset_with_missing_values,seasonal_k025,25,0,145052,109458230,0.09035622491873221,5339.550693489612,5339.550694254119,117.60625689111284,8028084.0,3120741880824284.5,28510801.616509646,0.004654959696197042
kaggle_web_traffic_dataset_with_missing_values,seasonal_k049,49,0,145052,109458230,0.003960100558554864,6335.315581500161,6335.315581501399,125.5201401504828,9006996.0,4393239985078664.0,40136223.51721441,0.006553042785089583
kaggle_web_traffic_dataset_with_missing_values,seasonal_k097,97,0,145052,109458230,-0.32821289852574737,8577.566166564719,8577.566172844105,143.10837773160443,12216236.0,8053350025949035.0,73574641.44951947,0.0120125345900951
kaggle_web_traffic_dataset_with_missing_values,seasonal_k125,125,0,145052,109458230,-0.29584948907164604,4923.604877048552,4923.604885937052,91.4694811954724,5487048.0,2653473831934649.5,24241885.072823208,0.00395797352497055
kaggle_web_traffic_dataset_with_missing_values,seasonal_k161,161,0,145052,109458230,-0.12614250001186222,3755.9402769147887,3755.940279033024,77.17236551120159,3535982.0,1544136815033214.0,14107087.379662672,0.002303264708805437
kaggle_web_traffic_dataset_with_missing_values,seasonal_k201,201,0,145052,109458230,0.17166758339344368,3037.6354105557552,3037.635415406528,67.7146224221675,2445446.0,1009996145052192.6,9227228.91693199,0.00150653002653668
kaggle_web_traffic_dataset_with_missing_values,seasonal_k301,301,0,145052,109458230,0.9957125474596491,3331.8943051728525,3331.894453953601,82.99558883438135,2382966.0,1215152800907754.8,11101520.652286764,0.0018125457115512845
kaggle_web_traffic_dataset_with_missing_values,trend,-1,1,145052,109458230,1360.2490549981694,76616.64758551853,76628.721539219,1360.2490549981694,27132820.0,6.427344538290036e+17,5871960964.735166,0.9587152966143346
kaggle_web_traffic_weekly_dataset,seasonal_k005,5,0,145063,16537182,-6.7121472086356675e-06,54474.00604629982,54474.00604629982,1006.3450743300763,76094240.0,4.907272053442312e+16,2967417334.7323093,0.011248340577302887
kaggle_web_traffic_weekly_dataset,seasonal_k013,13,0,145063,16537182,-1.1063911203217502,79355.12268862018,79355.12269633297,1340.7829062417136,112533184.0,1.0413852952976822e+17,6297235498.150061,0.023870403650204253
kaggle_web_traffic_weekly_dataset,seasonal_k025,25,0,145063,16537182,-2.396950162833823,62920.62004111452,62920.620086770214,1123.3395376350338,74564640.0,6.547077683250506e+16,3959004432.1036716,0.015007066811305446
kaggle_web_traffic_weekly_dataset,seasonal_k049,49,0,145063,16537182,7.565642209208971,51183.26400037456,51183.26455953137,1133.8438851364442,42343936.0,4.332289509438302e+16,2619726570.9709806,0.009930378293874092
kaggle_web_traffic_weekly_dataset,seasonal_k097,97,0,145063,16537182,66.62887377324239,44194.28800719231,44194.338233188675,1116.6004056513896,25519984.0,3.2299423909920424e+16,1953139531.869482,0.007403602584751948
kaggle_web_traffic_weekly_dataset,seasonal_k125,125,0,145063,16537182,86.57999897828785,26623.04076153012,26623.181543277606,583.3138598016533,12491312.0,1.172145199642801e+16,708793795.4863174,0.0026867653286889257
kaggle_web_traffic_weekly_dataset,seasonal_k161,161,0,145063,16537182,87.78526313310144,17918.974588055153,17919.189617273143,420.5143524989688,7311264.0,5310045424817391.0,321097356.5397896,0.0012171568800102832
kaggle_web_traffic_weekly_dataset,seasonal_k201,201,0,145063,16537182,60.7328034794975,11357.577886861569,11357.74026510315,301.2989222292734,4994800.0,2133267768286927.2,128998263.92954539,0.0004889829245036842
kaggle_web_traffic_weekly_dataset,seasonal_k301,301,0,145063,16537182,35.22628949843604,9698.292770183027,9698.356744709705,274.5085967601212,4127312.0,1555456307686076.5,94058123.54765621,0.00035653825814881937
kaggle_web_traffic_weekly_dataset,trend,-1,1,145063,16537182,8619.635420388078,494657.02636110655,494732.12129716505,8619.635420388078,145445312.0,4.0476385469675556e+18,244759871843.19284,0.9277907646912097
kdd_cup_2018_dataset_with_missing_values,seasonal_k005,5,0,270,2438652,2.3694638603393492e-11,5.834579356145389,5.834579356145389,2.154646440344277,1470.5,83017362.63978267,34.04231626315795,0.010171154196989085
kdd_cup_2018_dataset_with_missing_values,seasonal_k013,13,0,270,2438652,-0.00040100018169489116,9.147010027350293,9.147010036140113,4.0502894095527235,1139.0474853515625,204036629.76261848,83.66779260124794,0.024998240815651596
kdd_cup_2018_dataset_with_missing_values,seasonal_k025,25,0,270,2438652,-0.0026214371433555396,10.164385717587104,10.164386055626842,4.911521763532192,727.705322265625,251948706.81152344,103.31474388782141,0.030868351694467992
kdd_cup_2018_dataset_with_missing_values,seasonal_k049,49,0,270,2438652,-0.00793723343030569,10.877384382520031,10.87738727842147,5.165160845176611,663.8360595703125,288535339.7088287,118.31755400476521,0.035350887310081465
kdd_cup_2018_dataset_with_missing_values,seasonal_k097,97,0,270,2438652,-0.0140252988254358,11.119441893359264,11.119450738629142,4.977753870770155,506.89825439453125,301520261.07325804,123.64218472880019,0.03694177906132217
kdd_cup_2018_dataset_with_missing_values,seasonal_k125,125,0,270,2438652,-0.009355478690940366,6.4456648327963215,6.4456716222383506,3.043774537875528,196.2381591796875,101317900.76639019,41.546682661728774,0.012413306793202784
kdd_cup_2018_dataset_with_missing_values,seasonal_k161,161,0,270,2438652,-0.0044255184136025305,4.81101129936428,4.8110133348208475,2.3893037714073704,121.86163330078125,56444671.70622364,23.145849307824008,0.006915510698810252
kdd_cup_2018_dataset_with_missing_values,seasonal_k201,201,0,270,2438652,-0.002218455004255364,3.7586017404375287,3.758602395141394,1.904908832048855,79.26510620117188,34451061.074052304,14.127091964762625,0.00422088877906796
kdd_cup_2018_dataset_with_missing_values,seasonal_k301,301,0,270,2438652,-0.010145289044705423,4.195004755494474,4.195017023268327,2.1402700530330834,64.62313842773438,42915807.16401818,17.59816782551105,0.005257975901348393
kdd_cup_2018_dataset_with_missing_values,trend,-1,1,270,2438652,38.41597742179342,36.218193155086105,52.79720481891885,38.41597742179342,372.6051330566406,6797851791.085859,2787.544836690868,0.8328619047490583
london_smart_meters_dataset_with_missing_values,seasonal_k005,5,0,5560,166523410,-1.6627826817544112e-12,0.07691218126591573,0.07691218126591573,0.03489164218859828,4.223750114440918,985066.5053807097,0.005915483627081079,0.057727591856289395
london_smart_meters_dataset_with_missing_values,seasonal_k013,13,0,5560,166523410,6.311299458637898e-07,0.08648185142772408,0.08648185143002701,0.04252026348266385,3.2903213500976562,1245447.0053361894,0.007479110626765266,0.07298660142230572
london_smart_meters_dataset_with_missing_values,seasonal_k025,25,0,5560,166523410,1.315703221371639e-06,0.06437096607952399,0.06437096609297008,0.03611652111400485,2.4277572631835938,690009.9445851586,0.004143621275742303,0.04043647026897777
london_smart_meters_dataset_with_missing_values,seasonal_k049,49,0,5560,166523410,1.6848762403181805e-06,0.06423145948201692,0.06423145950411518,0.037782417882589445,2.0876402854919434,687022.3671177239,0.004125680390028789,0.04026139005689355
london_smart_meters_dataset_with_missing_values,seasonal_k097,97,0,5560,166523410,4.842630054028813e-07,0.050785795599586715,0.050785795601895535,0.030280271178313823,1.499739646911621,429496.6853163532,0.002579197034917512,0.02516968064403861
london_smart_meters_dataset_with_missing_values,seasonal_k125,125,0,5560,166523410,-8.494362909297735e-08,0.014077382951848424,0.0140773829521047,0.008159793768695536,0.6183261871337891,33000.39556806401,0.00019817271078020806,0.001933913452587692
london_smart_meters_dataset_with_missing_values,seasonal_k161,161,0,5560,166523410,-1.6953980900862755e-07,0.010481862584316298,0.010481862585687417,0.00610975176730929,0.5540952682495117,18295.834347328248,0.00010986944326523368,0.0010721859408514296
london_smart_meters_dataset_with_missing_values,seasonal_k201,201,0,5560,166523410,-1.409581067005533e-07,0.008540994302251838,0.008540994303415003,0.00491812985485653,0.45815277099609375,12147.646910890298,7.294858369096753e-05,0.000711885338762146
london_smart_meters_dataset_with_missing_values,seasonal_k301,301,0,5560,166523410,-3.2369943759151846e-08,0.010085734840931856,0.0100857348409838,0.0057219828949120035,0.5517754554748535,16939.102185685537,0.00010172204728263454,0.0009926777248499708
london_smart_meters_dataset_with_missing_values,trend,-1,1,5560,166523410,0.2117608284300829,0.18139438810055059,0.278830723722778,0.2117608284300829,6.408483505249023,12946624.367141431,0.07774657249176817,0.7587076032944438
nn5_daily_dataset_with_missing_values,seasonal_k005,5,0,111,86124,-7.307060634888894e-10,3.5249520666450636,3.5249520666450636,2.4913684289902363,35.05527114868164,1070115.4238014424,12.425287072145306,0.03064987902474601
nn5_daily_dataset_with_missing_values,seasonal_k013,13,0,111,86124,0.006428847026517115,4.634805100168923,4.634809558830432,3.7032558879367397,27.343421936035156,1850069.230606013,21.481459646625947,0.0529890485122104
nn5_daily_dataset_with_missing_values,seasonal_k025,25,0,111,86124,0.006659308886606635,1.1824359914984621,1.1824547434831485,0.7992673246058024,11.155755996704102,120418.5096565065,1.3981992203857985,0.0034489856619401046
nn5_daily_dataset_with_missing_values,seasonal_k049,49,0,111,86124,0.009508332710204988,0.9375073887917781,0.9375556049803693,0.6688439966266849,7.302211761474609,75703.90137253047,0.8790105124301062,0.002168285184159622
nn5_daily_dataset_with_missing_values,seasonal_k097,97,0,111,86124,0.00973464786455483,0.7708639173199304,0.7709253805621368,0.5203095087742187,7.134281158447266,51185.727462816256,0.5943259423948755,0.0014660440543468253
nn5_daily_dataset_with_missing_values,seasonal_k125,125,0,111,86124,0.0060800915781816355,0.3982504981005532,0.3982969077848054,0.2728800453769198,3.338165283203125,13662.748113497768,0.1586404267509378,0.00039132374649520393
nn5_daily_dataset_with_missing_values,seasonal_k161,161,0,111,86124,0.00523985614292045,0.2912850399528236,0.29133216539324414,0.19671222964396606,2.2919578552246094,7309.725460367119,0.08487443059271654,0.0002093626501228045
nn5_daily_dataset_with_missing_values,seasonal_k201,201,0,111,86124,0.00406188323922875,0.23229096856240433,0.2323264792724003,0.15568126969295162,2.0559024810791016,4648.593969043795,0.05397559297110904,0.0001331434344532846
nn5_daily_dataset_with_missing_values,seasonal_k301,301,0,111,86124,0.005659844560744089,0.28536383765202633,0.2854199601989038,0.19063688662174957,2.5696468353271484,7016.053221131482,0.08146455367994383,0.00020095139054715646
nn5_daily_dataset_with_missing_values,trend,-1,1,111,86124,18.392161237607183,5.474074749207171,19.189504666615232,18.392161237607183,44.03164291381836,31714051.083183512,368.23708935004777,0.9083429763409786
nn5_weekly_dataset,seasonal_k005,5,0,111,12543,1.7107288622451268e-08,9.576780206456533,9.576780206456533,6.574362423776734,72.81694030761719,1150377.721957,91.71471912277764,0.005067390410205968
nn5_weekly_dataset,seasonal_k013,13,0,111,12543,0.03324365665265783,8.921090681981113,8.921152621541562,6.242978468338934,72.16314697265625,998259.2906666376,79.58696409683789,0.0043973118219097565
nn5_weekly_dataset,seasonal_k025,25,0,111,12543,0.014947708301411892,5.093590653617384,5.093612586426438,3.4571976076612856,44.89007568359375,325426.74499228876,25.94488918060183,0.0014334981765755262
nn5_weekly_dataset,seasonal_k049,49,0,111,12543,0.008147641364195449,4.0205302515906665,4.0205385072171005,2.684972991919029,35.1005859375,202754.20698537852,16.164729888015508,0.0008931281478215444
nn5_weekly_dataset,seasonal_k097,97,0,111,12543,0.08637460232503313,3.6305952911230746,3.6316226042709685,2.4343621005265326,33.20637512207031,165425.64760596177,13.188682739851851,0.0007286966048460181
nn5_weekly_dataset,seasonal_k125,125,0,111,12543,0.04841011167190334,1.7417795415855408,1.7424521544071225,1.2760106776876996,8.338348388671875,38082.2978789224,3.036139510398023,0.0001677517456978985
nn5_weekly_dataset,seasonal_k161,161,0,111,12543,0.013855909280473607,1.7241324260981288,1.7241881013813454,1.2053093753970716,9.272430419921875,37288.13906999724,2.9728246089450083,0.00016425349233666176
nn5_weekly_dataset,seasonal_k201,201,0,111,12543,0.0070432699307351465,1.6944985873663632,1.6945132251587525,1.1061780446455598,9.40216064453125,36015.6575059942,2.8713750702379173,0.0001586482369918143
nn5_weekly_dataset,seasonal_k301,301,0,111,12543,0.0039740365286967515,1.9556416881261278,1.9556457259184605,1.2107466401394633,10.761016845703125,47971.33322511731,3.8245502053031424,0.0002113127447706614
nn5_weekly_dataset,trend,-1,1,111,12543,128.6087491013336,36.32476764452295,133.64018516089521,128.6087491013336,278.0256042480469,224014205.6838425,17859.699089838356,0.9867780086188441
oikolab_weather_dataset,seasonal_k005,5,0,8,800456,5.597114767371594e-07,33.32990062115874,33.32990062115875,3.2493980513809575,3265.625,889212382.6506443,1110.8822754163182,8.60672730905212e-07
oikolab_weather_dataset,seasonal_k013,13,0,8,800456,-2.937108445430531e-05,54.400512163319675,54.400512163327605,11.128442740582884,3276.3046875,2368882072.47586,2959.415723632355,2.292851789167243e-06
oikolab_weather_dataset,seasonal_k025,25,0,8,800456,-0.000245274994269133,56.87117250278217,56.87117250331109,17.367327909273598,2375.5234375,2588939064.1205206,3234.330261901367,2.505845957544682e-06
oikolab_weather_dataset,seasonal_k049,49,0,8,800456,-0.0007385314600502861,61.235725597859656,61.23572560231317,19.81057360189575,1954.5078125,3001561187.258493,3749.8140900417925,2.9052247971582895e-06
oikolab_weather_dataset,seasonal_k097,97,0,8,800456,0.0010319753503085774,76.83086775335363,76.83086776028425,19.590532353858563,1980.0859375,4725077552.540433,5902.9822407982865,4.57342416753281e-06
